#{"t_start": 1679224418.3421898, "env_id": null}
r,l,t
-114.987975,1500,0.427912
-119.279017,1500,0.846755
-115.947217,1500,1.254419
-3.893104,49,1.267598
-118.237863,1500,1.680502
-119.54546,1500,2.081477
-120.055768,1500,2.489916
-47.5165,594,2.64829
-119.00872,1500,3.057027
-118.653578,1500,3.463008
-9.055545,143,3.500541
-118.65335,1500,3.907055
-86.358987,1080,4.236048
-106.021882,1391,4.669353
-118.902004,1500,5.10844
-81.535403,1039,5.404555
-119.25519,1500,5.831236
-113.43082,1478,6.25493
-117.171576,1500,6.681449
-39.246682,525,6.833229
-86.875726,1101,7.147676
-1.112172,21,7.153558
-4.669705,63,7.171018
-93.18373,1128,7.498816
-118.052277,1500,7.930394
-118.716639,1485,8.354286
-30.369569,380,8.462111
-116.599683,1500,8.893717
-117.639305,1500,9.321009
-114.810772,1500,9.752066
-122.823664,1500,10.181504
-63.103524,803,10.412319
-117.178281,1500,10.845704
-122.627237,1500,11.275486
-114.120297,1500,11.707328
-116.528258,1500,12.135427
-119.853596,1500,12.567672
-114.580389,1500,12.996639
-117.631013,1500,13.4278
-59.305364,777,13.650902
-81.365599,985,13.935116
-121.535023,1500,14.694872
-123.907608,1500,16.05682
-114.50474,1500,17.413454
-118.295057,1500,18.761745
-111.976282,1500,20.112262
-109.408619,1500,21.471638
-103.854467,1500,22.824559
-60.708427,829,23.575013
-1.861961,15,23.589931
-39.869324,554,24.084764
-1.574015,19,24.103745
-105.931181,1500,25.462651
-50.229221,734,26.130969
-63.394989,852,26.906983
-67.175891,994,27.815521
-48.975227,697,28.464485
-12.623999,161,28.617573
-46.401372,693,29.267567
-104.644743,1500,30.675224
-44.362682,642,31.277374
-43.426355,562,31.807492
-25.042428,374,32.15436
-6.672932,88,32.237138
-13.160106,176,32.390221
-2.688422,24,32.40448
-99.352457,1441,33.576393
-4.621122,47,33.619439
-85.65199,1285,34.850314
-12.348016,196,35.033786
-83.668648,1202,36.187023
-53.788473,799,36.944707
-104.115888,1500,38.395121
-41.649584,656,38.956623
-0.705591,9,38.962341
-30.965917,442,39.232522
-20.455961,255,39.38735
-10.473357,155,39.483685
-35.017305,553,39.829414
-6.884361,113,39.900407
-96.477668,1500,40.848337
-23.71981,396,41.14227
-55.71702,896,41.896368
-19.56616,316,42.202843
-2.3,15,42.216336
-1.193099,6,42.223512
-3.803249,57,42.280254
-58.371339,949,43.205566
-85.534954,1500,44.655894
-24.912155,368,45.00698
-68.591672,1191,46.16808
-24.424053,412,46.577777
-52.566462,841,47.399331
-19.0215,293,47.684607
-1.050357,11,47.692978
-11.159955,179,47.865793
-23.447417,369,48.217281
-11.672908,176,48.403385
-5.795454,61,48.464368
-29.371544,528,48.972764
-1.18722,11,48.982505
-26.821271,429,49.411142
-3.947149,59,49.469156
-41.689684,657,50.106211
-0.074696,9,50.114513
-19.53994,334,50.447217
-7.34301,96,50.540998
-82.476213,1500,52.009161
-41.320748,802,52.79115
-15.684504,208,52.990592
-10.924485,149,53.131793
-13.426974,203,53.338868
-12.527236,187,53.519655
-12.888023,216,53.726608
-49.146586,986,54.687913
-43.190788,763,55.434591
-40.426814,711,56.116714
-9.050354,151,56.276146
-0.952278,17,56.294927
-7.922107,185,56.478364
-0.176122,18,56.495418
-2.989111,34,56.529683
-15.26308,310,56.833491
-18.233082,346,57.181288
-14.271606,312,57.481752
-2.11776,20,57.501877
-14.059497,227,57.725882
-32.196224,582,58.298837
-22.150376,448,58.736261
-43.096787,777,59.498766
-4.025247,80,59.579348
-14.30918,243,59.817231
-1.801159,10,59.828848
-11.760027,197,60.020469
-2.624932,47,60.067407
-11.190656,184,60.258832
-11.649079,171,60.424947
-38.139078,696,61.114205
-24.788924,477,61.580009
-23.76878,502,62.077053
-1.870267,24,62.101555
-26.630133,596,62.680442
-10.063542,210,62.883302
-13.651307,238,63.128661
-2.504501,24,63.152182
-0.552036,10,63.163822
-1.664046,25,63.188898
-11.891526,253,63.434078
-13.017234,220,63.647898
-23.475975,424,64.075539
-19.563539,349,64.414315
-17.584481,400,64.805274
-1.099214,17,64.81974
-11.831479,160,64.976946
0.051297,9,64.986182
-6.491519,93,65.092955
-20.232697,359,65.442246
-2.236618,18,65.459216
-11.739749,212,65.66914
-10.932963,221,65.883794
-13.179183,320,66.211391
-28.181666,657,66.83129
-17.521203,431,67.174693
-11.184541,283,67.353597
-15.803381,301,67.543991
-4.798871,90,67.599599
-9.942484,234,67.750245
0.115865,17,67.760528
-2.032451,17,67.770787
-16.439116,369,68.003016
-13.595508,236,68.152394
-11.500846,238,68.312479
-50.180376,992,69.035666
-6.152017,79,69.115033
-4.017086,171,69.286942
-23.154559,699,69.98465
-2.102892,58,70.042901
-5.816953,125,70.164406
-24.182731,489,70.649332
-27.407168,651,71.299436
-26.675791,556,71.84472
-7.365537,155,72.013412
-22.487388,511,72.512929
-25.176246,559,73.076417
-4.94861,80,73.156383
-4.7739,74,73.22973
-9.134246,185,73.412439
-18.842722,484,73.886631
-4.856533,139,74.041826
-17.710407,321,74.356735
-7.633399,140,74.499163
-29.220714,669,75.165186
-3.175284,131,75.300769
-10.098649,237,75.534522
-4.414824,88,75.621496
-5.913145,85,75.708413
-22.74344,623,76.337702
-2.223202,44,76.382697
-7.35947,128,76.510625
-17.984071,393,76.899269
-1.885094,18,76.919654
-20.62427,489,77.421163
-11.481191,188,77.605986
-1.603111,20,77.627016
-1.378355,18,77.646083
-27.899032,654,78.307973
-9.538452,249,78.55348
-33.559026,649,79.210401
-1.718856,13,79.224065
-1.06751,11,79.235806
-14.46934,378,79.610853
-13.223249,301,79.907203
-8.302259,268,80.192777
-1.926304,40,80.232881
-17.483354,439,80.664746
-17.935752,389,81.061451
-2.09074,12,81.074113
-66.492228,1500,82.576952
-18.845682,381,82.963484
-1.751372,35,82.997908
-13.778577,319,83.324729
-4.009813,72,83.398013
-16.391939,413,83.815839
-3.590947,68,83.884871
-9.572543,193,84.08463
